C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res3_w1_tunable_l75_param.son DE_EMBEDDED Lk=8.5 l=75.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res3_w1_tunable_l75_param
11.82,-0.263438
11.8225,-0.262785
11.825,-0.262135
11.8275,-0.261487
11.83,-0.260841
11.8325,-0.260197
11.835,-0.259556
11.8375,-0.258917
11.84,-0.25828
11.8425,-0.257646
11.845,-0.257014
11.8475,-0.256384
11.85,-0.255756
11.8525,-0.255131
11.855,-0.254508
11.8575,-0.253887
11.86,-0.253268
11.8625,-0.252652
11.865,-0.252037
11.8675,-0.251425
11.87,-0.250815
11.8725,-0.250207
11.875,-0.249601
11.8775,-0.248998
11.88,-0.248396
11.8825,-0.247797
11.885,-0.2472
11.8875,-0.246605
11.89,-0.246011
11.8925,-0.24542
11.895,-0.244832
11.8975,-0.244245
11.9,-0.24366
11.9025,-0.243077
11.905,-0.242496
11.9075,-0.241917
11.91,-0.241341
11.9125,-0.240766
11.915,-0.240193
11.9175,-0.239622
11.92,-0.239053
11.9225,-0.238486
11.925,-0.237921
11.9275,-0.237358
11.93,-0.236797
11.9325,-0.236238
11.935,-0.235681
11.9375,-0.235126
11.94,-0.234572
11.9425,-0.234021
11.945,-0.233471
11.9475,-0.232923
11.95,-0.232377
11.9525,-0.231833
11.955,-0.231291
11.9575,-0.23075
11.96,-0.230212
11.9625,-0.229675
11.965,-0.22914
11.9675,-0.228607
11.97,-0.228076
11.9725,-0.227546
11.975,-0.227018
11.9775,-0.226492
11.98,-0.225968
11.9825,-0.225446
11.985,-0.224925
11.9875,-0.224406
11.99,-0.223889
11.9925,-0.223373
11.995,-0.222859
11.9975,-0.222347
12,-0.221837
12.0025,-0.221328
12.005,-0.220821
12.0075,-0.220316
12.01,-0.219812
12.0125,-0.21931
12.015,-0.21881
12.0175,-0.218311
12.02,-0.217814
12.0225,-0.217318
12.025,-0.216825
12.0275,-0.216332
12.03,-0.215842
12.0325,-0.215353
12.035,-0.214866
12.0375,-0.21438
12.04,-0.213896
12.0425,-0.213413
12.045,-0.212932
12.0475,-0.212453
12.05,-0.211975
12.0525,-0.211498
12.055,-0.211023
12.0575,-0.21055
12.06,-0.210078
12.0625,-0.209608
12.065,-0.20914
12.0675,-0.208672
12.07,-0.208207
12.0725,-0.207742
12.075,-0.20728
12.0775,-0.206819
12.08,-0.206359
12.0825,-0.205901
12.085,-0.205444
12.0875,-0.204988
12.09,-0.204535
12.0925,-0.204082
12.095,-0.203631
12.0975,-0.203182
12.1,-0.202733
12.1025,-0.202287
12.105,-0.201841
12.1075,-0.201398
12.11,-0.200955
12.1125,-0.200514
12.115,-0.200074
12.1175,-0.199636
12.12,-0.199199
12.1225,-0.198764
12.125,-0.198329
12.1275,-0.197897
12.13,-0.197465
12.1325,-0.197035
12.135,-0.196606
12.1375,-0.196179
12.14,-0.195753
12.1425,-0.195328
12.145,-0.194905
12.1475,-0.194482
12.15,-0.194062
12.1525,-0.193642
12.155,-0.193224
12.1575,-0.192807
12.16,-0.192392
12.1625,-0.191977
12.165,-0.191564
12.1675,-0.191152
12.17,-0.190742
12.1725,-0.190333
12.175,-0.189925
12.1775,-0.189518
12.18,-0.189113
12.1825,-0.188708
12.185,-0.188305
12.1875,-0.187904
12.19,-0.187503
12.1925,-0.187104
12.195,-0.186706
12.1975,-0.186309
12.2,-0.185913
12.2025,-0.185519
12.205,-0.185126
12.2075,-0.184734
12.21,-0.184343
12.2125,-0.183953
12.215,-0.183564
12.2175,-0.183177
12.22,-0.182791
12.2225,-0.182406
12.225,-0.182022
12.2275,-0.181639
12.23,-0.181258
12.2325,-0.180878
12.235,-0.180498
12.2375,-0.18012
12.24,-0.179743
12.2425,-0.179367
12.245,-0.178993
12.2475,-0.178619
12.25,-0.178247
12.2525,-0.177875
12.255,-0.177505
12.2575,-0.177136
12.26,-0.176768
12.2625,-0.176401
12.265,-0.176035
12.2675,-0.17567
12.27,-0.175306
12.2725,-0.174944
12.275,-0.174582
12.2775,-0.174221
12.28,-0.173862
12.2825,-0.173504
12.285,-0.173146
12.2875,-0.17279
12.29,-0.172435
12.2925,-0.172081
12.295,-0.171727
12.2975,-0.171375
12.3,-0.171024
12.3025,-0.170674
12.305,-0.170325
12.3075,-0.169977
12.31,-0.16963
12.3125,-0.169284
12.315,-0.168939
12.3175,-0.168595
12.32,-0.168252
12.3225,-0.16791
12.325,-0.167569
12.3275,-0.167229
12.33,-0.16689
12.3325,-0.166551
12.335,-0.166214
12.3375,-0.165878
12.34,-0.165543
12.3425,-0.165209
12.345,-0.164875
12.3475,-0.164543
12.35,-0.164212
12.3525,-0.163881
12.355,-0.163552
12.3575,-0.163223
12.36,-0.162896
12.3625,-0.162569
12.365,-0.162243
12.3675,-0.161919
12.37,-0.161595
12.3725,-0.161272
12.375,-0.16095
12.3775,-0.160629
12.38,-0.160308
12.3825,-0.159989
12.385,-0.159671
12.3875,-0.159353
12.39,-0.159037
12.3925,-0.158721
12.395,-0.158406
12.3975,-0.158092
12.4,-0.157779
12.4025,-0.157467
12.405,-0.157155
12.4075,-0.156845
12.41,-0.156535
12.4125,-0.156227
12.415,-0.155919
12.4175,-0.155612
12.42,-0.155306
12.4225,-0.155001
12.425,-0.154696
12.4275,-0.154392
12.43,-0.15409
12.4325,-0.153788
12.435,-0.153487
12.4375,-0.153187
12.44,-0.152887
12.4425,-0.152589
12.445,-0.152291
12.4475,-0.151994
12.45,-0.151698
12.4525,-0.151402
12.455,-0.151108
12.4575,-0.150814
12.46,-0.150521
12.4625,-0.150229
12.465,-0.149938
12.4675,-0.149648
12.47,-0.149358
12.4725,-0.149069
12.475,-0.148781
12.4775,-0.148494
12.48,-0.148207
12.4825,-0.147921
12.485,-0.147636
12.4875,-0.147352
12.49,-0.147069
12.4925,-0.146786
12.495,-0.146504
12.4975,-0.146223
12.5,-0.145943
12.5025,-0.145663
12.505,-0.145384
12.5075,-0.145106
12.51,-0.144829
12.5125,-0.144552
12.515,-0.144276
12.5175,-0.144001
12.52,-0.143727
12.5225,-0.143453
12.525,-0.14318
12.5275,-0.142908
12.53,-0.142636
12.5325,-0.142366
12.535,-0.142096
12.5375,-0.141826
12.54,-0.141558
12.5425,-0.14129
12.545,-0.141023
12.5475,-0.140756
12.55,-0.14049
12.5525,-0.140225
12.555,-0.139961
12.5575,-0.139697
12.56,-0.139435
12.5625,-0.139172
12.565,-0.138911
12.5675,-0.13865
12.57,-0.13839
12.5725,-0.13813
12.575,-0.137871
12.5775,-0.137613
12.58,-0.137356
12.5825,-0.137099
12.585,-0.136843
12.5875,-0.136587
12.59,-0.136333
12.5925,-0.136079
12.595,-0.135825
12.5975,-0.135572
12.6,-0.13532
12.6025,-0.135069
12.605,-0.134818
12.6075,-0.134568
12.61,-0.134318
12.6125,-0.134069
12.615,-0.133821
12.6175,-0.133574
12.62,-0.133327
12.6225,-0.13308
12.625,-0.132835
12.6275,-0.13259
12.63,-0.132345
12.6325,-0.132101
12.635,-0.131858
12.6375,-0.131616
12.64,-0.131374
12.6425,-0.131133
12.645,-0.130892
12.6475,-0.130652
12.65,-0.130413
12.6525,-0.130174
12.655,-0.129935
12.6575,-0.129698
12.66,-0.129461
12.6625,-0.129225
12.665,-0.128989
12.6675,-0.128754
12.67,-0.128519
12.6725,-0.128285
12.675,-0.128052
12.6775,-0.127819
12.68,-0.127587
12.6825,-0.127355
12.685,-0.127124
12.6875,-0.126893
12.69,-0.126663
12.6925,-0.126434
12.695,-0.126205
12.6975,-0.125977
12.7,-0.12575
12.7025,-0.125523
12.705,-0.125296
12.7075,-0.12507
12.71,-0.124845
12.7125,-0.12462
12.715,-0.124396
12.7175,-0.124173
12.72,-0.123949
12.7225,-0.123727
12.725,-0.123505
12.7275,-0.123284
12.73,-0.123063
12.7325,-0.122842
12.735,-0.122623
12.7375,-0.122404
12.74,-0.122185
12.7425,-0.121967
12.745,-0.121749
12.7475,-0.121532
12.75,-0.121316
12.7525,-0.1211
12.755,-0.120884
12.7575,-0.120669
12.76,-0.120455
12.7625,-0.120241
12.765,-0.120028
12.7675,-0.119815
12.77,-0.119603
12.7725,-0.119391
12.775,-0.11918
12.7775,-0.118969
12.78,-0.118759
12.7825,-0.118549
12.785,-0.11834
12.7875,-0.118131
12.79,-0.117923
12.7925,-0.117715
12.795,-0.117508
12.7975,-0.117301
12.8,-0.117095
12.8025,-0.11689
12.805,-0.116684
12.8075,-0.11648
12.81,-0.116276
12.8125,-0.116072
12.815,-0.115869
12.8175,-0.115666
12.82,-0.115464
12.8225,-0.115262
12.825,-0.115061
12.8275,-0.11486
12.83,-0.11466
12.8325,-0.11446
12.835,-0.114261
12.8375,-0.114062
12.84,-0.113864
12.8425,-0.113666
12.845,-0.113468
12.8475,-0.113272
12.85,-0.113075
12.8525,-0.112879
12.855,-0.112684
12.8575,-0.112489
12.86,-0.112294
12.8625,-0.1121
12.865,-0.111906
12.8675,-0.111713
12.87,-0.11152
12.8725,-0.111328
12.875,-0.111136
12.8775,-0.110945
12.88,-0.110754
12.8825,-0.110563
12.885,-0.110373
12.8875,-0.110184
12.89,-0.109995
12.8925,-0.109806
12.895,-0.109618
12.8975,-0.10943
12.9,-0.109242
12.9025,-0.109056
12.905,-0.108869
12.9075,-0.108683
12.91,-0.108497
12.9125,-0.108312
12.915,-0.108127
12.9175,-0.107943
12.92,-0.107759
12.9225,-0.107576
12.925,-0.107393
12.9275,-0.10721
12.93,-0.107028
12.9325,-0.106846
12.935,-0.106665
12.9375,-0.106484
12.94,-0.106303
12.9425,-0.106123
12.945,-0.105944
12.9475,-0.105765
12.95,-0.105586
12.9525,-0.105407
12.955,-0.105229
12.9575,-0.105052
12.96,-0.104874
12.9625,-0.104698
12.965,-0.104521
12.9675,-0.104345
12.97,-0.10417
12.9725,-0.103995
12.975,-0.10382
12.9775,-0.103646
12.98,-0.103472
12.9825,-0.103298
12.985,-0.103125
12.9875,-0.102952
12.99,-0.10278
12.9925,-0.102608
12.995,-0.102436
12.9975,-0.102265
13,-0.102094
13.0025,-0.101924
13.005,-0.101754
13.0075,-0.101584
13.01,-0.101415
13.0125,-0.101246
13.015,-0.101077
13.0175,-0.100909
13.02,-0.100741
13.0225,-0.100574
13.025,-0.100407
13.0275,-0.100241
13.03,-0.100074
13.0325,-0.0999084
13.035,-0.099743
13.0375,-0.0995778
13.04,-0.0994131
13.0425,-0.0992487
13.045,-0.0990847
13.0475,-0.0989211
13.05,-0.0987578
13.0525,-0.0985949
13.055,-0.0984324
13.0575,-0.0982702
13.06,-0.0981084
13.0625,-0.0979469
13.065,-0.0977858
13.0675,-0.0976251
13.07,-0.0974647
13.0725,-0.0973047
13.075,-0.097145
13.0775,-0.0969857
13.08,-0.0968267
13.0825,-0.0966681
13.085,-0.0965098
13.0875,-0.0963519
13.09,-0.0961944
13.0925,-0.0960371
13.095,-0.0958803
13.0975,-0.0957238
13.1,-0.0955676
13.1025,-0.0954118
13.105,-0.0952563
13.1075,-0.0951011
13.11,-0.0949463
13.1125,-0.0947918
13.115,-0.0946377
13.1175,-0.0944839
13.12,-0.0943305
13.1225,-0.0941774
13.125,-0.0940246
13.1275,-0.0938721
13.13,-0.09372
13.1325,-0.0935682
13.135,-0.0934168
13.1375,-0.0932657
13.14,-0.0931149
13.1425,-0.0929644
13.145,-0.0928143
13.1475,-0.0926644
13.15,-0.092515
13.1525,-0.0923658
13.155,-0.0922169
13.1575,-0.0920684
13.16,-0.0919202
13.1625,-0.0917724
13.165,-0.0916248
13.1675,-0.0914776
13.17,-0.0913306
13.1725,-0.091184
13.175,-0.0910377
13.1775,-0.0908918
13.18,-0.0907461
13.1825,-0.0906008
13.185,-0.0904557
13.1875,-0.090311
13.19,-0.0901666
13.1925,-0.0900225
13.195,-0.0898787
13.1975,-0.0897352
13.2,-0.089592
13.2025,-0.0894491
13.205,-0.0893066
13.2075,-0.0891643
13.21,-0.0890223
13.2125,-0.0888807
13.215,-0.0887393
13.2175,-0.0885983
13.22,-0.0884575
13.2225,-0.088317
13.225,-0.0881769
13.2275,-0.088037
13.23,-0.0878974
13.2325,-0.0877582
13.235,-0.0876192
13.2375,-0.0874805
13.24,-0.0873421
13.2425,-0.087204
13.245,-0.0870662
13.2475,-0.0869287
13.25,-0.0867915
13.2525,-0.0866545
13.255,-0.0865179
13.2575,-0.0863815
13.26,-0.0862454
13.2625,-0.0861096
13.265,-0.0859741
13.2675,-0.0858389
13.27,-0.0857039
13.2725,-0.0855693
13.275,-0.0854349
13.2775,-0.0853008
13.28,-0.085167
13.2825,-0.0850335
13.285,-0.0849002
13.2875,-0.0847672
13.29,-0.0846347
13.2925,-0.0845021
13.295,-0.0843699
13.2975,-0.0842381
13.3,-0.0841064
13.3025,-0.0839751
13.305,-0.0838441
13.3075,-0.0837133
13.31,-0.0835827
13.3125,-0.0834525
13.315,-0.0833225
13.3175,-0.0831928
13.32,-0.0830634
13.3225,-0.0829342
13.325,-0.0828053
13.3275,-0.0826766
13.33,-0.0825483
13.3325,-0.0824201
13.335,-0.0822923
13.3375,-0.0821647
13.34,-0.0820374
13.3425,-0.0819103
13.345,-0.0817835
13.3475,-0.081657
13.35,-0.0815307
13.3525,-0.0814046
13.355,-0.0812789
13.3575,-0.0811533
13.36,-0.0810281
13.3625,-0.0809031
13.365,-0.0807783
13.3675,-0.0806538
13.37,-0.0805296
13.3725,-0.0804056
13.375,-0.0802819
13.3775,-0.0801584
13.38,-0.0800351
13.3825,-0.0799122
13.385,-0.0797894
13.3875,-0.0796669
13.39,-0.0795447
13.3925,-0.0794227
13.395,-0.079301
13.3975,-0.0791795
13.4,-0.0790582
13.4025,-0.0789372
13.405,-0.0788164
13.4075,-0.0786959
13.41,-0.0785756
13.4125,-0.0784556
13.415,-0.0783358
13.4175,-0.0782162
13.42,-0.0780969
13.4225,-0.0779778
13.425,-0.077859
13.4275,-0.0777404
13.43,-0.077622
13.4325,-0.0775039
13.435,-0.077386
13.4375,-0.0772683
13.44,-0.0771509
13.4425,-0.0770337
13.445,-0.0769168
13.4475,-0.0768
13.45,-0.0766835
13.4525,-0.0765673
13.455,-0.0764513
13.4575,-0.0763355
13.46,-0.0762199
13.4625,-0.0761045
13.465,-0.0759894
13.4675,-0.0758746
13.47,-0.0757599
13.4725,-0.0756455
13.475,-0.0755313
13.4775,-0.0754173
13.48,-0.0753035
13.4825,-0.07519
13.485,-0.0750767
13.4875,-0.0749636
13.49,-0.0748508
13.4925,-0.0747381
13.495,-0.0746257
13.4975,-0.0745135
13.5,-0.0744015
13.5025,-0.0742898
13.505,-0.0741783
13.5075,-0.0740669
13.51,-0.0739558
13.5125,-0.073845
13.515,-0.0737343
13.5175,-0.0736238
13.52,-0.0735136
13.5225,-0.0734036
13.525,-0.0732938
13.5275,-0.0731842
13.53,-0.0730748
13.5325,-0.0729657
13.535,-0.0728567
13.5375,-0.072748
13.54,-0.0726394
13.5425,-0.0725311
13.545,-0.072423
13.5475,-0.0723151
13.55,-0.0722074
13.5525,-0.0720999
13.555,-0.0719927
13.5575,-0.0718856
13.56,-0.0717787
13.5625,-0.0716721
13.565,-0.0715656
13.5675,-0.0714594
13.57,-0.0713534
13.5725,-0.0712475
13.575,-0.0711419
13.5775,-0.0710365
13.58,-0.0709312
13.5825,-0.0708262
13.585,-0.0707214
13.5875,-0.0706168
13.59,-0.0705124
13.5925,-0.0704081
13.595,-0.0703041
13.5975,-0.0702003
13.6,-0.0700967
13.6025,-0.0699932
13.605,-0.06989
13.6075,-0.069787
13.61,-0.0696842
13.6125,-0.0695815
13.615,-0.0694791
13.6175,-0.0693768
13.62,-0.0692748
13.6225,-0.0691729
13.625,-0.0690712
13.6275,-0.0689698
13.63,-0.0688685
13.6325,-0.0687674
13.635,-0.0686665
13.6375,-0.0685658
13.64,-0.0684653
13.6425,-0.0683649
13.645,-0.0682648
13.6475,-0.0681649
13.65,-0.0680651
13.6525,-0.0679655
13.655,-0.0678661
13.6575,-0.0677669
13.66,-0.0676679
13.6625,-0.0675691
13.665,-0.0674705
13.6675,-0.067372
13.67,-0.0672737
13.6725,-0.0671756
13.675,-0.0670777
13.6775,-0.06698
13.68,-0.0668825
13.6825,-0.0667851
13.685,-0.066688
13.6875,-0.066591
13.69,-0.0664942
13.6925,-0.0663975
13.695,-0.0663011
13.6975,-0.0662048
13.7,-0.0661087
13.7025,-0.0660128
13.705,-0.0659171
13.7075,-0.0658215
13.71,-0.0657262
13.7125,-0.065631
13.715,-0.0655359
13.7175,-0.0654411
13.72,-0.0653464
13.7225,-0.0652519
13.725,-0.0651576
13.7275,-0.0650635
13.73,-0.0649695
13.7325,-0.0648757
13.735,-0.0647821
13.7375,-0.0646886
13.74,-0.0645953
13.7425,-0.0645022
13.745,-0.0644093
13.7475,-0.0643165
13.75,-0.0642239
13.7525,-0.0641315
13.755,-0.0640392
13.7575,-0.0639472
13.76,-0.0638552
13.7625,-0.0637635
13.765,-0.0636719
13.7675,-0.0635805
13.77,-0.0634892
13.7725,-0.0633982
13.775,-0.0633073
13.7775,-0.0632165
13.78,-0.0631259
13.7825,-0.0630355
13.785,-0.0629453
13.7875,-0.0628552
13.79,-0.0627652
13.7925,-0.0626755
13.795,-0.0625859
13.7975,-0.0624965
13.8,-0.0624072
13.8025,-0.0623181
13.805,-0.0622291
13.8075,-0.0621403
13.81,-0.0620517
13.8125,-0.0619632
13.815,-0.0618749
13.8175,-0.0617868
13.82,-0.0616988
13.8225,-0.061611
13.825,-0.0615233
13.8275,-0.0614358
13.83,-0.0613484
13.8325,-0.0612612
13.835,-0.0611742
13.8375,-0.0610873
13.84,-0.0610006
13.8425,-0.060914
13.845,-0.0608276
13.8475,-0.0607414
13.85,-0.0606553
13.8525,-0.0605693
13.855,-0.0604835
13.8575,-0.0603979
13.86,-0.0603124
13.8625,-0.060227
13.865,-0.0601419
13.8675,-0.0600568
13.87,-0.0599719
13.8725,-0.0598872
13.875,-0.0598026
13.8775,-0.0597182
13.88,-0.0596339
13.8825,-0.0595498
13.885,-0.0594658
13.8875,-0.059382
13.89,-0.0592983
13.8925,-0.0592148
13.895,-0.0591314
13.8975,-0.0590482
13.9,-0.0589651
13.9025,-0.0588821
13.905,-0.0587993
13.9075,-0.0587167
13.91,-0.0586342
13.9125,-0.0585518
13.915,-0.0584696
13.9175,-0.0583876
13.92,-0.0583057
13.9225,-0.0582239
13.925,-0.0581422
13.9275,-0.0580608
13.93,-0.0579794
13.9325,-0.0578982
13.935,-0.0578172
13.9375,-0.0577362
13.94,-0.0576555
13.9425,-0.0575748
13.945,-0.0574943
13.9475,-0.057414
13.95,-0.0573338
13.9525,-0.0572537
13.955,-0.0571738
13.9575,-0.057094
13.96,-0.0570144
13.9625,-0.0569348
13.965,-0.0568555
13.9675,-0.0567762
13.97,-0.0566971
13.9725,-0.0566182
13.975,-0.0565394
13.9775,-0.0564607
13.98,-0.0563821
13.9825,-0.0563037
13.985,-0.0562255
13.9875,-0.0561473
13.99,-0.0560693
13.9925,-0.0559915
13.995,-0.0559137
13.9975,-0.0558361
14,-0.0557587
14.0025,-0.0556813
14.005,-0.0556041
14.0075,-0.0555271
14.01,-0.0554502
14.0125,-0.0553734
14.015,-0.0552967
14.0175,-0.0552202
14.02,-0.0551438
14.0225,-0.0550675
14.025,-0.0549914
14.0275,-0.0549154
14.03,-0.0548395
14.0325,-0.0547637
14.035,-0.0546881
14.0375,-0.0546126
14.04,-0.0545373
14.0425,-0.0544621
14.045,-0.054387
14.0475,-0.054312
14.05,-0.0542372
14.0525,-0.0541625
14.055,-0.0540879
14.0575,-0.0540134
14.06,-0.0539391
14.0625,-0.0538649
14.065,-0.0537908
14.0675,-0.0537169
14.07,-0.053643
14.0725,-0.0535693
14.075,-0.0534958
14.0775,-0.0534223
14.08,-0.053349
14.0825,-0.0532758
14.085,-0.0532027
14.0875,-0.0531298
14.09,-0.0530569
14.0925,-0.0529842
14.095,-0.0529117
14.0975,-0.0528392
14.1,-0.0527669
14.1025,-0.0526947
14.105,-0.0526226
14.1075,-0.0525506
14.11,-0.0524788
14.1125,-0.052407
14.115,-0.0523354
14.1175,-0.0522639
14.12,-0.0521926
14.1225,-0.0521213
14.125,-0.0520502
14.1275,-0.0519792
14.13,-0.0519083
14.1325,-0.0518376
14.135,-0.0517669
14.1375,-0.0516964
14.14,-0.051626
14.1425,-0.0515557
14.145,-0.0514855
14.1475,-0.0514155
14.15,-0.0513455
14.1525,-0.0512757
14.155,-0.051206
14.1575,-0.0511364
14.16,-0.0510669
14.1625,-0.0509976
14.165,-0.0509283
14.1675,-0.0508592
14.17,-0.0507902
14.1725,-0.0507213
14.175,-0.0506525
14.1775,-0.0505839
14.18,-0.0505153
14.1825,-0.0504469
14.185,-0.0503785
14.1875,-0.0503103
14.19,-0.0502422
14.1925,-0.0501742
14.195,-0.0501064
14.1975,-0.0500386
14.2,-0.049971
14.2025,-0.0499034
14.205,-0.049836
14.2075,-0.0497687
14.21,-0.0497015
14.2125,-0.0496344
14.215,-0.0495674
14.2175,-0.0495005
14.22,-0.0494338
14.2225,-0.0493671
14.225,-0.0493006
14.2275,-0.0492342
14.23,-0.0491678
14.2325,-0.0491016
14.235,-0.0490355
14.2375,-0.0489695
14.24,-0.0489037
14.2425,-0.0488379
14.245,-0.0487722
14.2475,-0.0487066
14.25,-0.0486412
14.2525,-0.0485758
14.255,-0.0485106
14.2575,-0.0484455
14.26,-0.0483804
14.2625,-0.0483155
14.265,-0.0482507
14.2675,-0.048186
14.27,-0.0481214
14.2725,-0.0480569
14.275,-0.0479925
14.2775,-0.0479282
14.28,-0.047864
14.2825,-0.0477999
14.285,-0.047736
14.2875,-0.0476721
14.29,-0.0476083
14.2925,-0.0475446
14.295,-0.0474811
14.2975,-0.0474176
14.3,-0.0473543
14.3025,-0.047291
14.305,-0.0472279
14.3075,-0.0471648
14.31,-0.0471019
14.3125,-0.047039
14.315,-0.0469763
14.3175,-0.0469136
14.32,-0.0468511
14.3225,-0.0467887
14.325,-0.0467263
14.3275,-0.0466641
14.33,-0.0466019
14.3325,-0.0465399
14.335,-0.046478
14.3375,-0.0464161
14.34,-0.0463544
14.3425,-0.0462927
14.345,-0.0462312
14.3475,-0.0461697
14.35,-0.0461084
14.3525,-0.0460472
14.355,-0.045986
14.3575,-0.045925
14.36,-0.045864
14.3625,-0.0458031
14.365,-0.0457424
14.3675,-0.0456817
14.37,-0.0456212
14.3725,-0.0455607
14.375,-0.0455003
14.3775,-0.04544
14.38,-0.0453799
14.3825,-0.0453198
14.385,-0.0452598
14.3875,-0.0451999
14.39,-0.0451401
14.3925,-0.0450804
14.395,-0.0450208
14.3975,-0.0449613
14.4,-0.0449019
14.4025,-0.0448425
14.405,-0.0447833
14.4075,-0.0447242
14.41,-0.0446651
14.4125,-0.0446062
14.415,-0.0445473
14.4175,-0.0444886
14.42,-0.0444299
14.4225,-0.0443713
14.425,-0.0443128
14.4275,-0.0442544
14.43,-0.0441962
14.4325,-0.0441379
14.435,-0.0440798
14.4375,-0.0440218
14.44,-0.0439639
14.4425,-0.043906
14.445,-0.0438483
14.4475,-0.0437906
14.45,-0.043733
14.4525,-0.0436756
14.455,-0.0436182
14.4575,-0.0435609
14.46,-0.0435037
14.4625,-0.0434466
14.465,-0.0433895
14.4675,-0.0433326
14.47,-0.0432757
14.4725,-0.043219
14.475,-0.0431623
14.4775,-0.0431057
14.48,-0.0430492
14.4825,-0.0429928
14.485,-0.0429365
14.4875,-0.0428803
14.49,-0.0428241
14.4925,-0.0427681
14.495,-0.0427121
14.4975,-0.0426562
14.5,-0.0426004
14.5025,-0.0425447
14.505,-0.0424891
14.5075,-0.0424335
14.51,-0.0423781
14.5125,-0.0423227
14.515,-0.0422674
14.5175,-0.0422123
14.52,-0.0421571
14.5225,-0.0421021
14.525,-0.0420472
14.5275,-0.0419923
14.53,-0.0419376
14.5325,-0.0418829
14.535,-0.0418283
14.5375,-0.0417738
14.54,-0.0417194
14.5425,-0.041665
14.545,-0.0416108
14.5475,-0.0415566
14.55,-0.0415025
14.5525,-0.0414485
14.555,-0.0413945
14.5575,-0.0413407
14.56,-0.0412869
14.5625,-0.0412333
14.565,-0.0411797
14.5675,-0.0411262
14.57,-0.0410727
14.5725,-0.0410194
14.575,-0.0409661
14.5775,-0.0409129
14.58,-0.0408598
14.5825,-0.0408068
14.585,-0.0407538
14.5875,-0.040701
14.59,-0.0406482
14.5925,-0.0405955
14.595,-0.0405429
14.5975,-0.0404903
14.6,-0.0404379
14.6025,-0.0403855
14.605,-0.0403332
14.6075,-0.040281
14.61,-0.0402289
14.6125,-0.0401768
14.615,-0.0401248
14.6175,-0.0400729
14.62,-0.0400211
14.6225,-0.0399693
14.625,-0.0399177
14.6275,-0.0398661
14.63,-0.0398146
14.6325,-0.0397632
14.635,-0.0397118
14.6375,-0.0396605
14.64,-0.0396093
14.6425,-0.0395582
14.645,-0.0395072
14.6475,-0.0394562
14.65,-0.0394053
14.6525,-0.0393545
14.655,-0.0393038
14.6575,-0.0392531
14.66,-0.0392025
14.6625,-0.039152
14.665,-0.0391016
14.6675,-0.0390512
14.67,-0.039001
14.6725,-0.0389508
14.675,-0.0389006
14.6775,-0.0388506
14.68,-0.0388006
14.6825,-0.0387507
14.685,-0.0387009
14.6875,-0.0386511
14.69,-0.0386015
14.6925,-0.0385519
14.695,-0.0385023
14.6975,-0.0384529
14.7,-0.0384035
14.7025,-0.0383542
14.705,-0.038305
14.7075,-0.0382558
14.71,-0.0382067
14.7125,-0.0381577
14.715,-0.0381088
14.7175,-0.0380599
14.72,-0.0380111
14.7225,-0.0379624
14.725,-0.0379138
14.7275,-0.0378652
14.73,-0.0378167
14.7325,-0.0377683
14.735,-0.0377199
14.7375,-0.0376716
14.74,-0.0376234
14.7425,-0.0375753
14.745,-0.0375272
14.7475,-0.0374792
14.75,-0.0374313
14.7525,-0.0373834
14.755,-0.0373357
14.7575,-0.0372879
14.76,-0.0372403
14.7625,-0.0371927
14.765,-0.0371452
14.7675,-0.0370978
14.77,-0.0370504
14.7725,-0.0370032
14.775,-0.0369559
14.7775,-0.0369088
14.78,-0.0368617
14.7825,-0.0368147
14.785,-0.0367677
14.7875,-0.0367209
14.79,-0.0366741
14.7925,-0.0366273
14.795,-0.0365807
14.7975,-0.0365341
14.8,-0.0364875
14.8025,-0.0364411
14.805,-0.0363947
14.8075,-0.0363484
14.81,-0.0363021
14.8125,-0.0362559
14.815,-0.0362098
14.8175,-0.0361637
14.82,-0.0361178
14.8225,-0.0360718
14.825,-0.036026
14.8275,-0.0359802
14.83,-0.0359345
14.8325,-0.0358888
14.835,-0.0358433
14.8375,-0.0357977
14.84,-0.0357523
14.8425,-0.0357069
14.845,-0.0356616
14.8475,-0.0356163
14.85,-0.0355712
14.8525,-0.035526
14.855,-0.035481
14.8575,-0.035436
14.86,-0.0353911
14.8625,-0.0353462
14.865,-0.0353014
14.8675,-0.0352567
14.87,-0.0352121
14.8725,-0.0351675
14.875,-0.0351229
14.8775,-0.0350785
14.88,-0.0350341
14.8825,-0.0349897
14.885,-0.0349454
14.8875,-0.0349012
14.89,-0.0348571
14.8925,-0.034813
14.895,-0.034769
14.8975,-0.034725
14.9,-0.0346811
14.9025,-0.0346373
14.905,-0.0345936
14.9075,-0.0345499
14.91,-0.0345062
14.9125,-0.0344626
14.915,-0.0344191
14.9175,-0.0343757
14.92,-0.0343323
14.9225,-0.034289
14.925,-0.0342457
14.9275,-0.0342025
14.93,-0.0341594
14.9325,-0.0341163
14.935,-0.0340733
14.9375,-0.0340303
14.94,-0.0339875
14.9425,-0.0339446
14.945,-0.0339019
14.9475,-0.0338592
14.95,-0.0338165
